sentence_type,item_id,condition,full_sentence
embed1,33,what_gap,You know who the lobbyist believed the millionaire supported last year .
embed1,33,that_gap,You know that the lobbyist believed the millionaire supported last year .
embed1,33,what_no-gap,You know who the lobbyist believed the millionaire supported the candidate last year .
embed1,33,that_no-gap,You know that the lobbyist believed the millionaire supported the candidate last year .
embed1,34,what_gap,I know who the coach said the president congratulated over lunch .
embed1,34,that_gap,I know that the coach said the president congratulated over lunch .
embed1,34,what_no-gap,I know who the coach said the president congratulated the athletes over lunch .
embed1,34,that_no-gap,I know that the coach said the president congratulated the athletes over lunch .
embed1,35,what_gap,You know who the woman said the man introduced to his family .
embed1,35,that_gap,You know that the woman said the man introduced to his family .
embed1,35,what_no-gap,You know who the woman said the man introduced his friends to his family .
embed1,35,that_no-gap,You know that the woman said the man introduced his friends to his family .
embed1,36,what_gap,He knows who the man believed the woman waited for at the bus stop .
embed1,36,that_gap,He knows that the man believed the woman waited for at the bus stop .
embed1,36,what_no-gap,He knows who the man believed the woman waited for her friend at the bus stop .
embed1,36,that_no-gap,He knows that the man believed the woman waited for her friend at the bus stop .
embed1,37,what_gap,She knows who the police said the inspectors interrogated last night .
embed1,37,that_gap,She knows that the police said the inspectors interrogated last night .
embed1,37,what_no-gap,She knows who the police said the inspectors interrogated the criminal last night .
embed1,37,that_no-gap,She knows that the police said the inspectors interrogated the criminal last night .
embed1,38,what_gap,They know who the nurse said the old man thanked on the street .
embed1,38,that_gap,They know that the nurse said the old man thanked on the street .
embed1,38,what_no-gap,They know who the nurse said the old man thanked the tailor on the street .
embed1,38,that_no-gap,They know that the nurse said the old man thanked the tailor on the street .
embed1,39,what_gap,He reported who the nurse believed the doctor reassured before surgery .
embed1,39,that_gap,He reported that the nurse believed the doctor reassured before surgery .
embed1,39,what_no-gap,He reported who the nurse believed the doctor reassured the patient before surgery .
embed1,39,that_no-gap,He reported that the nurse believed the doctor reassured the patient before surgery .
embed1,40,what_gap,They reported who the man claimed the woman abandoned on the side of the road .
embed1,40,that_gap,They reported that the man claimed the woman abandoned on the side of the road .
embed1,40,what_no-gap,They reported who the man claimed the woman abandoned the children on the side of the road .
embed1,40,that_no-gap,They reported that the man claimed the woman abandoned the children on the side of the road .
embed1,41,what_gap,They recalled who the journalist believed the executive promoted last week .
embed1,41,that_gap,They recalled that the journalist believed the executive promoted last week .
embed1,41,what_no-gap,They recalled who the journalist believed the executive promoted the secretary last week .
embed1,41,that_no-gap,They recalled that the journalist believed the executive promoted the secretary last week .
embed1,42,what_gap,We recalled who the woman said the millionaire divorced last week .
embed1,42,that_gap,We recalled that the woman said the millionaire divorced last week .
embed1,42,what_no-gap,We recalled who the woman said the millionaire divorced his wife last week .
embed1,42,that_no-gap,We recalled that the woman said the millionaire divorced his wife last week .
embed1,43,what_gap,He recalled who the inspector believed the police frightened over the weekend .
embed1,43,that_gap,He recalled that the inspector believed the police frightened over the weekend .
embed1,43,what_no-gap,He recalled who the inspector believed the police frightened the protesters over the weekend .
embed1,43,that_no-gap,He recalled that the inspector believed the police frightened the protesters over the weekend .
embed1,44,what_gap,I know who the agent thought the spy assassinated yesterday night .
embed1,44,that_gap,I know that the agent thought the spy assassinated yesterday night .
embed1,44,what_no-gap,I know who the agent thought the spy assassinated the politician yesterday night .
embed1,44,that_no-gap,I know that the agent thought the spy assassinated the politician yesterday night .
embed1,45,what_gap,You know who the woman reported the firefighter greeted on the sidewalk .
embed1,45,that_gap,You know that the woman reported the firefighter greeted on the sidewalk .
embed1,45,what_no-gap,You know who the woman reported the firefighter greeted the teacher on the sidewalk .
embed1,45,that_no-gap,You know that the woman reported the firefighter greeted the teacher on the sidewalk .
embed1,46,what_gap,He knows who the politician believed the mayor supported during the town meeting .
embed1,46,that_gap,He knows that the politician believed the mayor supported during the town meeting .
embed1,46,what_no-gap,He knows who the politician believed the mayor supported the principal during the town meeting .
embed1,46,that_no-gap,He knows that the politician believed the mayor supported the principal during the town meeting .
embed1,47,what_gap,She knows who the woman said the man congratulated after the ceremony .
embed1,47,that_gap,She knows that the woman said the man congratulated after the ceremony .
embed1,47,what_no-gap,She knows who the woman said the man congratulated the writer after the ceremony .
embed1,47,that_no-gap,She knows that the woman said the man congratulated the writer after the ceremony .
embed1,48,what_gap,I know who the heiress believed the hostess introduced to the regular customer .
embed1,48,that_gap,I know that the heiress believed the hostess introduced to the regular customer .
embed1,48,what_no-gap,I know who the heiress believed the hostess introduced her friend to the regular customer .
embed1,48,that_no-gap,I know that the heiress believed the hostess introduced her friend to the regular customer .
embed1,49,what_gap,You know who the man said the young woman waited for at the movie theater .
embed1,49,that_gap,You know that the man said the young woman waited for at the movie theater .
embed1,49,what_no-gap,You know who the man said the young woman waited for her mother at the movie theater .
embed1,49,that_no-gap,You know that the man said the young woman waited for her mother at the movie theater .
embed1,50,what_gap,He knows who the inspector believed the police interrogated in the basement .
embed1,50,that_gap,He knows that the inspector believed the police interrogated in the basement .
embed1,50,what_no-gap,He knows who the inspector believed the police interrogated the suspect in the basement .
embed1,50,that_no-gap,He knows that the inspector believed the police interrogated the suspect in the basement .
embed1,51,what_gap,She knows who the captain said the soldier thanked in the mess hall .
embed1,51,that_gap,She knows that the captain said the soldier thanked in the mess hall .
embed1,51,what_no-gap,She knows who the captain said the soldier thanked the cook in the mess hall .
embed1,51,that_no-gap,She knows that the captain said the soldier thanked the cook in the mess hall .
embed1,52,what_gap,They know who the man said the lawyer reassured last night .
embed1,52,that_gap,They know that the man said the lawyer reassured last night .
embed1,52,what_no-gap,They know who the man said the lawyer reassured his client last night .
embed1,52,that_no-gap,They know that the man said the lawyer reassured his client last night .
embed1,53,what_gap,He reported who the sailor believed the pirate abandoned on the sinking ship .
embed1,53,that_gap,He reported that the sailor believed the pirate abandoned on the sinking ship .
embed1,53,what_no-gap,He reported who the sailor believed the pirate abandoned his comrades on the sinking ship .
embed1,53,that_no-gap,He reported that the sailor believed the pirate abandoned his comrades on the sinking ship .
embed1,54,what_gap,They reported who the man said the boss promoted last quarter .
embed1,54,that_gap,They reported that the man said the boss promoted last quarter .
embed1,54,what_no-gap,They reported who the man said the boss promoted the accountant last quarter .
embed1,54,that_no-gap,They reported that the man said the boss promoted the accountant last quarter .
embed2,1,what_gap,I know what our mother said her friend remarked your friend threw into the trash can .
embed2,1,that_gap,I know that our mother said her friend remarked your friend threw into the trash can .
embed2,1,what_no-gap,I know what our mother said her friend remarked your friend threw the plastic into the trash can .
embed2,1,that_no-gap,I know that our mother said her friend remarked your friend threw the plastic into the trash can .
embed2,2,what_gap,The accountant knew who the security guard believed his friend knew the secretary introduced to her friend .
embed2,2,that_gap,The accountant knew that the security guard believed his friend knew the secretary introduced to her friend .
embed2,2,what_no-gap,The accountant knew who the security guard believed his friend knew the secretary introduced the new woman to her friend .
embed2,2,that_no-gap,The accountant knew that the security guard believed his friend knew the secretary introduced the new woman to her friend .
embed2,3,what_gap,The assistant told me what the man knew his friend recalled the pilot sent to his family .
embed2,3,that_gap,The assistant told me that the man knew his friend recalled the pilot sent to his family .
embed2,3,what_no-gap,The assistant told me what the man knew his friend recalled the pilot sent the package to his family .
embed2,3,that_no-gap,The assistant told me that the man knew his friend recalled the pilot sent the package to his family .
embed2,4,what_gap,We discovered what the delivery boy remarked that the worker said the funny actor told about the woman .
embed2,4,that_gap,We discovered that the delivery boy remarked that the worker said the funny actor told about the woman .
embed2,4,what_no-gap,We discovered what the delivery boy remarked that the worker said the funny actor told a story about the woman .
embed2,4,that_no-gap,We discovered that the delivery boy remarked that the worker said the funny actor told a story about the woman .
embed2,5,what_gap,The neighbors found out what her mother heard the newspaper reported the young woman bought for her parents .
embed2,5,that_gap,The neighbors found out that her mother heard the newspaper reported the young woman bought for her parents .
embed2,5,what_no-gap,The neighbors found out what her mother heard the newspaper reported the young woman bought a gift for her parents .
embed2,5,that_no-gap,The neighbors found out that her mother heard the newspaper reported the young woman bought a gift for her parents .
embed2,6,what_gap,My friend knows what the judge thought the cop said the successful architect handed for her mother .
embed2,6,that_gap,My friend knows that the judge thought the cop said the successful architect handed for her mother .
embed2,6,what_no-gap,My friend knows what the judge thought the cop said the successful architect handed an award for her mother .
embed2,6,that_no-gap,My friend knows that the judge thought the cop said the successful architect handed an award for her mother .
embed2,7,what_gap,The commissioner discovered what the report stated the television host thought the police detective lent to the man .
embed2,7,that_gap,The commissioner discovered that the report stated the television host thought the police detective lent to the man .
embed2,7,what_no-gap,The commissioner discovered what the report stated the television host thought the police detective lent some money to the man .
embed2,7,that_no-gap,The commissioner discovered that the report stated the television host thought the police detective lent some money to the man .
embed2,8,what_gap,We all know what the accountant said his colleague recalled the investor repaid to the criminal kingpin nan .
embed2,8,that_gap,We all know that the accountant said his colleague recalled the investor repaid to the criminal kingpin .
embed2,8,what_no-gap,We all know what the accountant said his colleague recalled the investor repaid his debt to the criminal kingpin nan .
embed2,8,that_no-gap,We all know that the accountant said his colleague recalled the investor repaid his debt to the criminal kingpin .
embed2,9,what_gap,I know what the secretary said the journalist remarked the business man promised to the factory workers .
embed2,9,that_gap,I know that the secretary said the journalist remarked the business man promised to the factory workers .
embed2,9,what_no-gap,I know what the secretary said the journalist remarked the business man promised a raise to the factory workers .
embed2,9,that_no-gap,I know that the secretary said the journalist remarked the business man promised a raise to the factory workers .
embed2,10,what_gap,The newspaper reported what the investigator thought the businessman believed the boss sold to his friend .
embed2,10,that_gap,The newspaper reported that the investigator thought the businessman believed the boss sold to his friend .
embed2,10,what_no-gap,The newspaper reported what the investigator thought the businessman believed the boss sold a car to his friend .
embed2,10,that_no-gap,The newspaper reported that the investigator thought the businessman believed the boss sold a car to his friend .
embed2,11,what_gap,Her friend found out what my friend believes the professor said the visitor told to the guests .
embed2,11,that_gap,Her friend found out that my friend believes the professor said the visitor told to the guests .
embed2,11,what_no-gap,Her friend found out what my friend believes the professor said the visitor told a story to the guests .
embed2,11,that_no-gap,Her friend found out that my friend believes the professor said the visitor told a story to the guests .
embed2,12,what_gap,I realized what the painter believed his rival suspected the suffering artist saw at the museum .
embed2,12,that_gap,I realized that the painter believed his rival suspected the suffering artist saw at the museum .
embed2,12,what_no-gap,I realized what the painter believed his rival suspected the suffering artist saw a painting at the museum .
embed2,12,that_no-gap,I realized that the painter believed his rival suspected the suffering artist saw a painting at the museum .
embed2,13,what_gap,The novel revealed what our friend thought the reporter knows the young politician said to his donors .
embed2,13,that_gap,The novel revealed that our friend thought the reporter knows the young politician said to his donors .
embed2,13,what_no-gap,The novel revealed what our friend thought the reporter knows the young politician said something to his donors .
embed2,13,that_no-gap,The novel revealed that our friend thought the reporter knows the young politician said something to his donors .
embed2,14,what_gap,We all know what my neighbor said her associate knew the young professional assembled for his parents .
embed2,14,that_gap,We all know that my neighbor said her associate knew the young professional assembled for his parents .
embed2,14,what_no-gap,We all know what my neighbor said her associate knew the young professional assembled the bed for his parents .
embed2,14,that_no-gap,We all know that my neighbor said her associate knew the young professional assembled the bed for his parents .
embed2,15,what_gap,I know what their friend said the secretary believed the elderly lady found on the bus .
embed2,15,that_gap,I know that their friend said the secretary believed the elderly lady found on the bus .
embed2,15,what_no-gap,I know what their friend said the secretary believed the elderly lady found a quarter on the bus .
embed2,15,that_no-gap,I know that their friend said the secretary believed the elderly lady found a quarter on the bus .
embed2,16,what_gap,My friends all know what her friend knew the delivery man believed the single mother described to her friends .
embed2,16,that_gap,My friends all know that her friend knew the delivery man believed the single mother described to her friends .
embed2,16,what_no-gap,My friends all know what her friend knew the delivery man believed the single mother described her woes to her friends .
embed2,16,that_no-gap,My friends all know that her friend knew the delivery man believed the single mother described her woes to her friends .
embed2,17,what_gap,The visitor said who my friend said her mother knew the human resources officer talked with in her office .
embed2,17,that_gap,The visitor said that my friend said her mother knew the human resources officer talked with in her office .
embed2,17,what_no-gap,The visitor said who my friend said her mother knew the human resources officer talked with the new manager in her office .
embed2,17,that_no-gap,The visitor said that my friend said her mother knew the human resources officer talked with the new manager in her office .
embed2,18,what_gap,I know what the woman believed the secretary said the five star general found in the office .
embed2,18,that_gap,I know that the woman believed the secretary said the five star general found in the office .
embed2,18,what_no-gap,I know what the woman believed the secretary said the five star general found a gun in the office .
embed2,18,that_no-gap,I know that the woman believed the secretary said the five star general found a gun in the office .
embed2,19,what_gap,The colleagues realized what her mother stated a friend said the journalist discovered two weeks ago .
embed2,19,that_gap,The colleagues realized that her mother stated a friend said the journalist discovered two weeks ago .
embed2,19,what_no-gap,The colleagues realized what her mother stated a friend said the journalist discovered the bribery two weeks ago .
embed2,19,that_no-gap,The colleagues realized that her mother stated a friend said the journalist discovered the bribery two weeks ago .
embed2,20,what_gap,She said what the politician stated his press secretary said the reporter put on the table .
embed2,20,that_gap,She said that the politician stated his press secretary said the reporter put on the table .
embed2,20,what_no-gap,She said what the politician stated his press secretary said the reporter put the microphone on the table .
embed2,20,that_no-gap,She said that the politician stated his press secretary said the reporter put the microphone on the table .
embed2,21,what_gap,We all know what the old man thinks the woman knows the teacher gave to her students .
embed2,21,that_gap,We all know that the old man thinks the woman knows the teacher gave to her students .
embed2,21,what_no-gap,We all know what the old man thinks the woman knows the teacher gave a test to her students .
embed2,21,that_no-gap,We all know that the old man thinks the woman knows the teacher gave a test to her students .
embed2,22,what_gap,I know who the man thinks the woman said the priest congratulated after the service .
embed2,22,that_gap,I know that the man thinks the woman said the priest congratulated after the service .
embed2,22,what_no-gap,I know who the man thinks the woman said the priest congratulated the couple after the service .
embed2,22,that_no-gap,I know that the man thinks the woman said the priest congratulated the couple after the service .
embed2,23,what_gap,You know who we all believe she thought the young woman introduced to her mother .
embed2,23,that_gap,You know that we all believe she thought the young woman introduced to her mother .
embed2,23,what_no-gap,You know who we all believe she thought the young woman introduced her friend to her mother .
embed2,23,that_no-gap,You know that we all believe she thought the young woman introduced her friend to her mother .
embed2,24,what_gap,He knows who the inspector said the man reported the police interrogated in the prison .
embed2,24,that_gap,He knows that the inspector said the man reported the police interrogated in the prison .
embed2,24,what_no-gap,He knows who the inspector said the man reported the police interrogated the spy in the prison .
embed2,24,that_no-gap,He knows that the inspector said the man reported the police interrogated the spy in the prison .
embed2,25,what_gap,She knows who the waiter said the woman believed the woman thanked after the meal .
embed2,25,that_gap,She knows that the waiter said the woman believed the woman thanked after the meal .
embed2,25,what_no-gap,She knows who the waiter said the woman believed the woman thanked the waitress after the meal .
embed2,25,that_no-gap,She knows that the waiter said the woman believed the woman thanked the waitress after the meal .
embed2,26,what_gap,They know who the doctor believed the man said the nurse reassured at the hospital .
embed2,26,that_gap,They know that the doctor believed the man said the nurse reassured at the hospital .
embed2,26,what_no-gap,They know who the doctor believed the man said the nurse reassured the old woman at the hospital .
embed2,26,that_no-gap,They know that the doctor believed the man said the nurse reassured the old woman at the hospital .
embed2,27,what_gap,He reported who the farmer said his friend reported the cowboy abandoned in the desert .
embed2,27,that_gap,He reported that the farmer said his friend reported the cowboy abandoned in the desert .
embed2,27,what_no-gap,He reported who the farmer said his friend reported the cowboy abandoned his partner in the desert .
embed2,27,that_no-gap,He reported that the farmer said his friend reported the cowboy abandoned his partner in the desert .
embed2,28,what_gap,They reported who the executive said a reporter believed the manager promoted yesterday .
embed2,28,that_gap,They reported that the executive said a reporter believed the manager promoted yesterday .
embed2,28,what_no-gap,They reported who the executive said a reporter believed the manager promoted the accountant yesterday .
embed2,28,that_no-gap,They reported that the executive said a reporter believed the manager promoted the accountant yesterday .
embed2,29,what_gap,They recalled who the writer thought the man said the heiress divorced last year .
embed2,29,that_gap,They recalled that the writer thought the man said the heiress divorced last year .
embed2,29,what_no-gap,They recalled who the writer thought the man said the heiress divorced the count last year .
embed2,29,that_no-gap,They recalled that the writer thought the man said the heiress divorced the count last year .
embed2,30,what_gap,We recalled who the actor said the people knew the clown frightened at the party .
embed2,30,that_gap,We recalled that the actor said the people knew the clown frightened at the party .
embed2,30,what_no-gap,We recalled who the actor said the people knew the clown frightened the children at the party .
embed2,30,that_no-gap,We recalled that the actor said the people knew the clown frightened the children at the party .
embed2,31,what_gap,He recalled who the president said the report confirmed the terrorist assassinated last night .
embed2,31,that_gap,He recalled that the president said the report confirmed the terrorist assassinated last night .
embed2,31,what_no-gap,He recalled who the president said the report confirmed the terrorist assassinated the politician last night .
embed2,31,that_no-gap,He recalled that the president said the report confirmed the terrorist assassinated the politician last night .
embed2,32,what_gap,I know who the mayor said the clerk believed the librarian greeted early in the morning .
embed2,32,that_gap,I know that the mayor said the clerk believed the librarian greeted early in the morning .
embed2,32,what_no-gap,I know who the mayor said the clerk believed the librarian greeted the man early in the morning .
embed2,32,that_no-gap,I know that the mayor said the clerk believed the librarian greeted the man early in the morning .
embed2,33,what_gap,You know who the lobbyist believed the secretary said the millionaire supported last year .
embed2,33,that_gap,You know that the lobbyist believed the secretary said the millionaire supported last year .
embed2,33,what_no-gap,You know who the lobbyist believed the secretary said the millionaire supported the candidate last year .
embed2,33,that_no-gap,You know that the lobbyist believed the secretary said the millionaire supported the candidate last year .
embed2,34,what_gap,I know who the coach said the assistant believed the president congratulated over lunch .
embed2,34,that_gap,I know that the coach said the assistant believed the president congratulated over lunch .
embed2,34,what_no-gap,I know who the coach said the assistant believed the president congratulated the athletes over lunch .
embed2,34,that_no-gap,I know that the coach said the assistant believed the president congratulated the athletes over lunch .
embed2,35,what_gap,You know who the woman said the neighbor thought the man introduced to his family .
embed2,35,that_gap,You know that the woman said the neighbor thought the man introduced to his family .
embed2,35,what_no-gap,You know who the woman said the neighbor thought the man introduced his friends to his family .
embed2,35,that_no-gap,You know that the woman said the neighbor thought the man introduced his friends to his family .
embed2,36,what_gap,He knows who the man believed the man concluded the woman waited for at the bus stop .
embed2,36,that_gap,He knows that the man believed the man concluded the woman waited for at the bus stop .
embed2,36,what_no-gap,He knows who the man believed the man concluded the woman waited for her friend at the bus stop .
embed2,36,that_no-gap,He knows that the man believed the man concluded the woman waited for her friend at the bus stop .
embed2,37,what_gap,She knows who the police said the detective believed the inspectors interrogated last night .
embed2,37,that_gap,She knows that the police said the detective believed the inspectors interrogated last night .
embed2,37,what_no-gap,She knows who the police said the detective believed the inspectors interrogated the criminal last night .
embed2,37,that_no-gap,She knows that the police said the detective believed the inspectors interrogated the criminal last night .
embed2,38,what_gap,They know who the nurse said the assistant knew the old man thanked on the street .
embed2,38,that_gap,They know that the nurse said the assistant knew the old man thanked on the street .
embed2,38,what_no-gap,They know who the nurse said the assistant knew the old man thanked the tailor on the street .
embed2,38,that_no-gap,They know that the nurse said the assistant knew the old man thanked the tailor on the street .
embed2,39,what_gap,He reported who the nurse believed the woman thought the doctor reassured before surgery .
embed2,39,that_gap,He reported that the nurse believed the woman thought the doctor reassured before surgery .
embed2,39,what_no-gap,He reported who the nurse believed the woman thought the doctor reassured the patient before surgery .
embed2,39,that_no-gap,He reported that the nurse believed the woman thought the doctor reassured the patient before surgery .
embed2,40,what_gap,They reported who the man claimed his friend believed the woman abandoned on the side of the road .
embed2,40,that_gap,They reported that the man claimed his friend believed the woman abandoned on the side of the road .
embed2,40,what_no-gap,They reported who the man claimed his friend believed the woman abandoned the children on the side of the road .
embed2,40,that_no-gap,They reported that the man claimed his friend believed the woman abandoned the children on the side of the road .
embed2,41,what_gap,They recalled who the journalist believed the transcript stated the executive promoted last week .
embed2,41,that_gap,They recalled that the journalist believed the transcript stated the executive promoted last week .
embed2,41,what_no-gap,They recalled who the journalist believed the transcript stated the executive promoted the secretary last week .
embed2,41,that_no-gap,They recalled that the journalist believed the transcript stated the executive promoted the secretary last week .
embed2,42,what_gap,We recalled who the woman said she thought the millionaire divorced last week .
embed2,42,that_gap,We recalled that the woman said she thought the millionaire divorced last week .
embed2,42,what_no-gap,We recalled who the woman said she thought the millionaire divorced his wife last week .
embed2,42,that_no-gap,We recalled that the woman said she thought the millionaire divorced his wife last week .
embed2,43,what_gap,He recalled who the inspector believed the detective concluded the police frightened over the weekend .
embed2,43,that_gap,He recalled that the inspector believed the detective concluded the police frightened over the weekend .
embed2,43,what_no-gap,He recalled who the inspector believed the detective concluded the police frightened the protesters over the weekend .
embed2,43,that_no-gap,He recalled that the inspector believed the detective concluded the police frightened the protesters over the weekend .
embed2,44,what_gap,I know who the agent thought the witness said the spy assassinated yesterday night .
embed2,44,that_gap,I know that the agent thought the witness said the spy assassinated yesterday night .
embed2,44,what_no-gap,I know who the agent thought the witness said the spy assassinated the politician yesterday night .
embed2,44,that_no-gap,I know that the agent thought the witness said the spy assassinated the politician yesterday night .
embed2,45,what_gap,You know who the woman reported the neighbors believed the firefighter greeted on the sidewalk .
embed2,45,that_gap,You know that the woman reported the neighbors believed the firefighter greeted on the sidewalk .
embed2,45,what_no-gap,You know who the woman reported the neighbors believed the firefighter greeted the teacher on the sidewalk .
embed2,45,that_no-gap,You know that the woman reported the neighbors believed the firefighter greeted the teacher on the sidewalk .
embed2,46,what_gap,He knows who the politician believed the donors said the mayor supported during the town meeting .
embed2,46,that_gap,He knows that the politician believed the donors said the mayor supported during the town meeting .
embed2,46,what_no-gap,He knows who the politician believed the donors said the mayor supported the principal during the town meeting .
embed2,46,that_no-gap,He knows that the politician believed the donors said the mayor supported the principal during the town meeting .
embed2,47,what_gap,She knows who the woman said her friend believed the man congratulated after the ceremony .
embed2,47,that_gap,She knows that the woman said her friend believed the man congratulated after the ceremony .
embed2,47,what_no-gap,She knows who the woman said her friend believed the man congratulated the writer after the ceremony .
embed2,47,that_no-gap,She knows that the woman said her friend believed the man congratulated the writer after the ceremony .
embed2,48,what_gap,I know who the heiress believed her friend said the hostess introduced to the regular customer .
embed2,48,that_gap,I know that the heiress believed her friend said the hostess introduced to the regular customer .
embed2,48,what_no-gap,I know who the heiress believed her friend said the hostess introduced her friend to the regular customer .
embed2,48,that_no-gap,I know that the heiress believed her friend said the hostess introduced her friend to the regular customer .
embed2,49,what_gap,You know who the man said the attendant saw that the young woman waited for at the movie theater .
embed2,49,that_gap,You know that the man said the attendant saw that the young woman waited for at the movie theater .
embed2,49,what_no-gap,You know who the man said the attendant saw that the young woman waited for her mother at the movie theater .
embed2,49,that_no-gap,You know that the man said the attendant saw that the young woman waited for her mother at the movie theater .
embed2,50,what_gap,He knows who the inspector believed the man reported the police interrogated in the basement .
embed2,50,that_gap,He knows that the inspector believed the man reported the police interrogated in the basement .
embed2,50,what_no-gap,He knows who the inspector believed the man reported the police interrogated the suspect in the basement .
embed2,50,that_no-gap,He knows that the inspector believed the man reported the police interrogated the suspect in the basement .
embed2,51,what_gap,She knows who the captain said the pilot thought the soldier thanked in the mess hall .
embed2,51,that_gap,She knows that the captain said the pilot thought the soldier thanked in the mess hall .
embed2,51,what_no-gap,She knows who the captain said the pilot thought the soldier thanked the cook in the mess hall .
embed2,51,that_no-gap,She knows that the captain said the pilot thought the soldier thanked the cook in the mess hall .
embed2,52,what_gap,They know who the man said the neighbors thought the lawyer reassured last night .
embed2,52,that_gap,They know that the man said the neighbors thought the lawyer reassured last night .
embed2,52,what_no-gap,They know who the man said the neighbors thought the lawyer reassured his client last night .
embed2,52,that_no-gap,They know that the man said the neighbors thought the lawyer reassured his client last night .
embed2,53,what_gap,He reported who the sailor believed the man believed the pirate abandoned on the sinking ship .
embed2,53,that_gap,He reported that the sailor believed the man believed the pirate abandoned on the sinking ship .
embed2,53,what_no-gap,He reported who the sailor believed the man believed the pirate abandoned his comrades on the sinking ship .
embed2,53,that_no-gap,He reported that the sailor believed the man believed the pirate abandoned his comrades on the sinking ship .
embed2,54,what_gap,They reported who the man said the old woman told him the boss promoted last quarter .
embed2,54,that_gap,They reported that the man said the old woman told him the boss promoted last quarter .
embed2,54,what_no-gap,They reported who the man said the old woman told him the boss promoted the accountant last quarter .
embed2,54,that_no-gap,They reported that the man said the old woman told him the boss promoted the accountant last quarter .
embed3,1,what_gap,I know what our mother said her friend remarked that the park attendant reported your friend threw into the trash can .
embed3,1,that_gap,I know that our mother said her friend remarked that the park attendant reported your friend threw into the trash can .
embed3,1,what_no-gap,I know what our mother said her friend remarked that the park attendant reported your friend threw the plastic into the trash can .
embed3,1,that_no-gap,I know that our mother said her friend remarked that the park attendant reported your friend threw the plastic into the trash can .
embed3,2,what_gap,The accountant knew who the security guard believed his friend knew the assistant reported the secretary introduced to her friend .
embed3,2,that_gap,The accountant knew that the security guard believed his friend knew the assistant reported the secretary introduced to her friend .
embed3,2,what_no-gap,The accountant knew who the security guard believed his friend knew the assistant reported the secretary introduced the new woman to her friend .
embed3,2,that_no-gap,The accountant knew that the security guard believed his friend knew the assistant reported the secretary introduced the new woman to her friend .
embed3,3,what_gap,The assistant told me what the man knew his friend recalled the woman said the pilot sent to his family .
embed3,3,that_gap,The assistant told me that the man knew his friend recalled the woman said the pilot sent to his family .
embed3,3,what_no-gap,The assistant told me what the man knew his friend recalled the woman said the pilot sent the package to his family .
embed3,3,that_no-gap,The assistant told me that the man knew his friend recalled the woman said the pilot sent the package to his family .
embed3,4,what_gap,We discovered what the delivery boy remarked that the worker said that the gardener knew the funny actor told about the woman .
embed3,4,that_gap,We discovered that the delivery boy remarked that the worker said that the gardener knew the funny actor told about the woman .
embed3,4,what_no-gap,We discovered what the delivery boy remarked that the worker said that the gardener knew the funny actor told a story about the woman .
embed3,4,that_no-gap,We discovered that the delivery boy remarked that the worker said that the gardener knew the funny actor told a story about the woman .
embed3,5,what_gap,The neighbors found out what her mother heard the newspaper reported the mayor said the young woman bought for her parents .
embed3,5,that_gap,The neighbors found out that her mother heard the newspaper reported the mayor said the young woman bought for her parents .
embed3,5,what_no-gap,The neighbors found out what her mother heard the newspaper reported the mayor said the young woman bought a gift for her parents .
embed3,5,that_no-gap,The neighbors found out that her mother heard the newspaper reported the mayor said the young woman bought a gift for her parents .
embed3,6,what_gap,My friend knows what the judge thought the cop said the man testified the successful architect handed for her mother .
embed3,6,that_gap,My friend knows that the judge thought the cop said the man testified the successful architect handed for her mother .
embed3,6,what_no-gap,My friend knows what the judge thought the cop said the man testified the successful architect handed an award for her mother .
embed3,6,that_no-gap,My friend knows that the judge thought the cop said the man testified the successful architect handed an award for her mother .
embed3,7,what_gap,The commissioner discovered what the report stated the television host thought the man reported the police detective lent to the man .
embed3,7,that_gap,The commissioner discovered that the report stated the television host thought the man reported the police detective lent to the man .
embed3,7,what_no-gap,The commissioner discovered what the report stated the television host thought the man reported the police detective lent some money to the man .
embed3,7,that_no-gap,The commissioner discovered that the report stated the television host thought the man reported the police detective lent some money to the man .
embed3,8,what_gap,We all know what the accountant said his colleague recalled the partners knew the investor repaid to the criminal kingpin nan .
embed3,8,that_gap,We all know that the accountant said his colleague recalled the partners knew the investor repaid to the criminal kingpin .
embed3,8,what_no-gap,We all know what the accountant said his colleague recalled the partners knew the investor repaid his debt to the criminal kingpin nan .
embed3,8,that_no-gap,We all know that the accountant said his colleague recalled the partners knew the investor repaid his debt to the criminal kingpin .
embed3,9,what_gap,I know what the secretary said the journalist remarked that the workers decided the business man promised to the factory workers .
embed3,9,that_gap,I know that the secretary said the journalist remarked that the workers decided the business man promised to the factory workers .
embed3,9,what_no-gap,I know what the secretary said the journalist remarked that the workers decided the business man promised a raise to the factory workers .
embed3,9,that_no-gap,I know that the secretary said the journalist remarked that the workers decided the business man promised a raise to the factory workers .
embed3,10,what_gap,The newspaper reported what the investigator thought the businessman believed the banker said the boss sold to his friend .
embed3,10,that_gap,The newspaper reported that the investigator thought the businessman believed the banker said the boss sold to his friend .
embed3,10,what_no-gap,The newspaper reported what the investigator thought the businessman believed the banker said the boss sold a car to his friend .
embed3,10,that_no-gap,The newspaper reported that the investigator thought the businessman believed the banker said the boss sold a car to his friend .
embed3,11,what_gap,Her friend found out what my friend believes the professor said his colleague noticed the visitor told to the guests .
embed3,11,that_gap,Her friend found out that my friend believes the professor said his colleague noticed the visitor told to the guests .
